text,relation
"This result indicates that miR-378-5p can bind directly to BRAF and inhibits the expression of BRAF .  Knowing BRAF was the target of miR-378-5p , we tested the expression of BRAF in the 47 CRC and adjacent non tumor tissues .",0
"In  a higher laser power was used to illustrate the punctate localization of the Ras and PI3KC2beta complex throughout the cell .  ( B ) Ras interaction with PI3KC2beta is disrupted by deletion of the RBD ( DeltaRBD ) but not by mutation of the Pro rich , ITSN1 binding sites ( PRD-PA ) .",0
"MP-1 interacts specifically with MEK1 and ERK1 , enhances their interaction and recruits these complexes to late endosomes .  MP and 1 complex is anchored to the endosomal membrane by means of binding to the late-endosomal resident proteins , p14 and p18     .  Loss of individual components of the MP-1 / p14 and p18 complex reduces duration of the ERK1 and 2 activity , thus implicating late endosomes as an important platform for the ERK1 and 2 signaling     .",0
"SWI and SNF-chromatin-remodeling complex might protect cells against DNA damage by ensuring DNA repair through cell cycle arrest and apoptosis .  A number of cancer related proteins such as p21CIP , BRCA1 , MYC , FOS , and LKB1 are known to associate with the SWI and SNF complex .",0
"Our study showed that the BBR inhibited HIF-1alpha expression , thereby inhibited the VEGF and PEDF ratio in lung cancer cells .  It is possible that BBR inhibited HIF-1alpha protein accumulation in lung cancer cells , and then suppressed the expression of the related genes which are involved in tumor cell proliferation .",1
"Consistent with these observations , subsequent studies demonstrated that , in rat neuronal cells or mouse fibroblasts , Galphai and Gbeta subunits were associated with IGF-1R while Galphas was not associated with the IGF-1R in any cell type .  More importantly , this study demonstrated the IGF-1 induced release of the Gbeta subunits from the IGF-1R with no effect on IGF-1R / Galphai association , indicating a discrete pool of Gbetagamma subunits available for IGF-1R downstream signaling .",0
"The strong association of Raf-RBD with Ras-GTP versus Ras-GDP  supports MCP110 disruption of the Ras and Raf complex , but the selectivity of MCP110 to disrupt interactions between Ras and Raf versus other GTPase and RBD pairs has also not yet been determined .  Given that it is presently unclear whether MCP110 binds to Ras , to Raf-RBD or both , it would also be of interest to evaluate the ability of MCP110 to disrupt the interaction of the RBDs of other GTPases and their effectors .",0
"In neurons , ATM interacts with and phosphorylates EZH2 at S734 , and S734 phosphorylation of EZH2 reduces PRC2 assembly , EZH2 stability , and cell death in neurons .  ATM mediated phosphorylation of EZH2 is critical for neurodegeneration in ataxia-telangiectasia , which is caused by ATMmutation .",1
"Although the association of the ATR and ATRIP complex with RPA coated ssDNA is required , it is insufficient to increase ATR derived kinase activity .  Biochemical analysis revealed that TOPBP1 ( topoisomerase binding protein 1 ) , the mammalian homologue of yeast Cut5 and Dbp11 , significantly enhanced the kinase activity of the ATR and ATRIP complex in vitro .",0
"( B ) Phosphorylation of DNMT1 by PKCzeta reduces its methyltransferase activity .  ( C ) Phosphorylation of DNMT1 at Ser154 by CDK1 , 2 and 5 enhances enzymatic activity and protein stability of DNMT1 .",0
"Moreover , DNA damage facilitated the association between endogenous PGAM and Mdm2 in primary MEFs  and also of the ectopically expressed proteins in DKO MEFs .  Conversely , shRNA mediated knockdown of Pak1 abrogated the physical interactions between Myc-Mdm2 and PGAM-FLAG .",0
"Sp1 is also phosphorylated at Thr668 by casein kinase II ( CKII ) to decrease its DNA binding activity .  In addition , treatment of K562 cells with okadaic acid increases Sp1 phosphorylation and inhibits its DNA binding activity , suggesting that steady state levels of Sp1 phosphorylation are established by a balance between kinase and phosphatase activities .",0
"Rab 23 binds to PSF ( Polypyrimidine tract binding protein ( PTB ) - associated splicing factor ) , a tumor suppressor ; PSF and VL30-1 RNA , a mouse retroelement noncoding RNA , are involved in reversible regulation of proto-oncogene transcription , cell proliferation , and tumorigenesis in a mouse model .  PSF represses transcription by binding with the proto-oncogene Rab23 ; the VL30-1 RNA binds with PSF to release it from Rab23 for activating transcription .",1
"Activated AKT phosphorylates and inhibits the TSC1 and TSC2 complex .  The TSC1 and TSC complex can also be regulated by AMP activated kinase ( AMPK ) and by Ras homolog enriched in brain ( RHEB ) , which binds to and activates TORC1 in a GTP dependent manner .",0
"RO5126766 is a first-in-class dual Raf and MEK inhibitor which allosterically inhibits B-Raf , Raf-1 and MEK .  RO5126766 has a different mode of action than other Raf inhibitors as binds MEK and suppresses the phosphorylation of MEK by Raf via the formation of a stable Raf : MEK complex .",0
"ERK and JNK have positive effects on ARE mediated activities and Nrf2 transactivation , while phosphorylation of Nrf2 by p38 increases Keap1 and Nrf2 binding and therefore inhibits Nrf2 activity .  PKC directly phosphorylates Nrf2 at serine 40 , and PI3K increases Nrf2 nuclear translocation .",0
"Nrf2 is also activated by PERK dependent phosphorylation and promotes cell survival under endoplasmic reticulum stress .  In contrast , Nrf2 phosphorylation by GSK-3beta at serine residues of Neh6 domain             inhibits its activity by promoting beta-TrCP-mediated ubiquitination and degradation of Nrf2 .",0
"However , while Raf-1 binding to MST2 is induced by stress and reduced by mitogens , A-Raf binds to MST2 constitutively and seems to promote the survival of cancer cells by restraining MST2 mediated apoptosis .  B-Raf binds MST2 only very weakly .",0
"Although GSK-3 is a downstream target of Akt , it can also interact with TSC2 to regulate mTORC1 .  GSK-3 can also interact with mTORC1 to regulate p70S6K that can indirectly regulate Akt .",0
"On the other hand , the E7 oncoprotein binds to the pRb dissociating the transcription factor E2F from the pRb and E2F complex , resulting in the transcriptional activation of several genes which facilitate cell proliferation .  Rb and E7 complex formation is important for E7 induced cell transformation .",0
"Whether the PP2A may regulate Aurora-A and KSR complex to affect the MEK and ERK signaling pathway is valuable to explore .  In addition , Aurora-A interacts with the other tumor suppressor RASSF1A .",0
"AMPK associates with and phosphorylates the autophagy initiating kinase ULK1  .  AMPK dependent phosphorylation of ULK1 may be important for autophagosome biogenesis since it is required for correct intracellular localization of mAtg9 , a putative membrane carrier protein .",1
"Pin1 mediated PML degradation is likely to be blocked by Sumo1 modification since Sumo1 modified PML no longer binds to Pin1 .  Furthermore , while the interaction requires PML phosphorylation , the kinases responsible for mediating the interaction , as well as the downstream mechanism of degradation of PML , are unknown   .  Similarly , overexpression of the architectural protein HMGA2 leads to ubiquitin dependent degradation of PML protein , but whether this is due to a direct interaction is currently unknown .",0
"The expression of recombinant AKT kinase caused increased AKT phosphorylation in non stimulated cells and , interestingly , this basal phosphorylation was not inhibited by DACE .  In contrast , phosphorylation of endogenous AKT was completely inhibited by DACE .",0
"Indeed , the inhibition of PI3K induces S159 phosphorylation of Mcl-1 and subsequent ubiquitination and degradation of Mcl-1 , which are blocked by GSK3 inhibition ( Maurer et al. ,     ) .  In addition to GSK3beta , it has been show that ERK phosphorylates Mcl-1 at T92 and T163 ( Domina et al. ,     ; Ding et al. ,     ) .",0
"Together , these results indicate that both MCP110 and MCP116 inhibit the Ras-Raf-MAP kinase pathway downstream of Ras activation .  This conclusion is consistent with the reported ability of MCP110 to inhibit Ras and Raf interactions in yeast and with its biological activities in mammalian cells .",0
"This result , therefore , discloses a radical formation as an essential step involved in the O 2  *- -mediated perturbation of the wt Ras Cdc25 binding interaction .  In addition , the fact that both DMPO and ascorbic acid reverse the effect of O 2  *-  on the wt Ras or C118S Ras Cdc25 complex raises the possibility of the reversability of the O 2  *- -mediated perturbation of the binding interaction between Cdc25 and Ras .",0
"It was also reported that p42 and p44 mitogen activated protein kinase ( MAPK ) directly phosphorylates Sp1 at Thr453 and Thr739 in vitro and in vivo , and mutation of these sites to alanine decreases Sp1 transcriptional activity .  In addition , fibroblast growth factor 2 ( FGF-2 ) stimulates Sp1 phosphorylation in an extracellular signal regulated kinase ( ERK ) 1 and 2- but not p38 dependent manner , and enhances Sp1 recruitment to the platelet derived growth factor receptor alpha ( PDGFR-alpha ) promoter region .",0
"To counteract this , a Ras like GTPase , Rheb ( Ras homolog enriched in brain ) , binds to GTP making it an effector of FKBP38 .  When Rheb-GTP binds FKBP38 , it is released from the mTORC1 complex , thereby nullifying its effects            .",1
"TAF-1beta and pp32 have also been shown to interact with estrogen receptor ( ERalpha ) , to inhibit the ERalpha mediated activation of transcription , and to inhibit the activation of ERalpha acetylation by p300 .  Moreover , TAF-1beta also interacts with the Sp-1 transcription factor and with KLF5 , negatively regulating the binding to DNA and activation of transcription by these factors .",0
"Recently , detailed interactions between K-Ras and Raf1 have been elucidated including the specifics of the conformational change which Raf1 undergoes upon binding to K-Ras .  However , there are still some unresolved issues regarding their interactions such as where and how the activation of Raf1 and K-Ras occurs in cells , whether K-Ras and Raf1 simply traffic together or are part of a larger multicomponent signaling complexes , as well as whether the ultimate cellular localization of the K-Ras and Raf1 complexes is independent of the original Raf1 and K-Ras locations .",0
"As we will discuss later , the crosstalk between EGFR and IGF1R also has important implications in the resistance of HCC cells to the EGFR-inhibitor gefinitib , however their physical interaction is not the mechanism of crosstalk in this case .  The heterodimerization and crosstalk of EGFR with c-Met has also been related to EGFR targeting drug resistance , and interfering with the HGF and c-Met pathway was proposed as a strategy to circumvent resistance to EGFR inhibitors .",0
